ingredient_rank,ingredient_id,name_ko,name_en,product_count,source_count,sources,deduplicated_paper_count,max_passed_stage_count,first_failed_filter,first_failed_filter_ko,final_score_candidate,candidate_effect_ids,candidate_paper_keys,review_status,runtime_score_change
300,pelargonium_graveolens_flower_oil,센티드제라늄꽃오일,Pelargonium Graveolens Flower Oil,1090,1,crossref,25,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
301,sodium_methyl_cocoyl_taurate,소듐메틸코코일타우레이트,Sodium Methyl Cocoyl Taurate,1088,2,crossref|pubmed,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
302,glutathione,글루타티온,Glutathione,1081,3,crossref|europe_pmc|pubmed,95,5,certain_result,불확실 표현이 아님,N,,,candidate_unverified,none
303,pca,피씨에이,PCA,1071,1,crossref,20,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
304,mangifera_indica_mango_seed_butter,망고씨버터,Mangifera Indica (Mango) Seed Butter,1070,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
305,glyceryl_oleate,글리세릴올리에이트,Glyceryl Oleate,1066,2,crossref|pubmed,31,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
306,polyglycerin_3,폴리글리세린-3,Polyglycerin-3,1061,1,crossref,20,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
307,stearalkonium_hectorite,스테아랄코늄헥토라이트,Stearalkonium Hectorite,1060,1,crossref,20,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
308,hydrolyzed_wheat_protein,하이드롤라이즈드밀단백질,Hydrolyzed Wheat Protein,1054,3,crossref|europe_pmc|pubmed,55,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
309,magnesium_chloride,마그네슘클로라이드,Magnesium Chloride,1054,2,crossref|pubmed,61,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
310,lauryl_glucoside,라우릴글루코사이드,Lauryl Glucoside,1050,2,crossref|pubmed,43,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
311,hydrolyzed_sodium_hyaluronate,하이드롤라이즈드소듐하이알루로네이트,Hydrolyzed Sodium Hyaluronate,1046,1,crossref,21,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
312,corallina_officinalis_extract,참산호말추출물,Corallina Officinalis Extract,1036,2,crossref|pubmed,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
313,glyceryl_stearate_citrate,글리세릴스테아레이트시트레이트,Glyceryl Stearate Citrate,1035,2,crossref|pubmed,29,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
314,bis_ethylhexyloxyphenol_methoxyphenyl_triazine,비스-에칠헥실옥시페놀메톡시페닐트리아진,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,1030,2,crossref|pubmed,35,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
315,trideceth_6,트라이데세스-6,Trideceth-6,1028,1,crossref,21,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
316,anhydroxylitol,안하이드로자일리톨,Anhydroxylitol,1027,2,crossref|pubmed,22,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
317,palmitic_acid,팔미틱애씨드,Palmitic Acid,1027,3,crossref|europe_pmc|pubmed,95,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
318,retinol,레티놀,Retinol,1027,3,crossref|europe_pmc|pubmed,97,6,standalone_evidence_tier,동물·세포·일반 리뷰 단독 점수 금지,N,,,candidate_unverified,none
319,sclerotium_gum,스클레로튬검,Sclerotium Gum,1026,2,crossref|pubmed,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
320,ascorbyl_glucoside,아스코빌글루코사이드,Ascorbyl Glucoside,1023,3,crossref|europe_pmc|pubmed,29,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
322,hydrolyzed_vegetable_protein,하이드롤라이즈드식물성단백질,Hydrolyzed Vegetable Protein,1012,1,crossref,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
323,xylitylglucoside,자일리틸글루코사이드,Xylitylglucoside,1008,2,crossref|pubmed,20,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
324,isopropyl_titanium_triisostearate,아이소프로필티타늄트라이아이소스테아레이트,Isopropyl Titanium Triisostearate,1007,2,crossref|pubmed,22,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
325,microcrystalline_wax,마이크로크리스탈린왁스,Microcrystalline Wax,1005,2,crossref|pubmed,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
326,hydrolyzed_keratin,하이드롤라이즈드케라틴,Hydrolyzed Keratin,1003,2,crossref|pubmed,34,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
327,camellia_japonica_seed_oil,동백나무씨오일,Camellia Japonica Seed Oil,983,1,crossref,13,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
328,diphenylsiloxy_phenyl_trimethicone,다이페닐실록시페닐트라이메티콘,Diphenylsiloxy Phenyl Trimethicone,983,1,crossref,21,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
329,polyquaternium_37,폴리쿼터늄-37,Polyquaternium-37,983,1,crossref,25,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
330,c13_15_alkane,C13-15알케인,C13-15 Alkane,981,1,crossref,23,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
331,cholesterol,콜레스테롤,Cholesterol,981,3,crossref|europe_pmc|pubmed,94,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
332,hydroxyethyl_urea,하이드록시에틸우레아,Hydroxyethyl Urea,967,2,crossref|pubmed,23,4,positive_result,긍정적인 결과,N,,,candidate_unverified,none
333,coconut_acid,코코넛애씨드,Coconut Acid,966,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
334,pentaerythrityl_tetraisostearate,펜타에리스리틸테트라아이소스테아레이트,Pentaerythrityl Tetraisostearate,960,1,crossref,20,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
335,magnesium_stearate,마그네슘스테아레이트,Magnesium Stearate,956,2,crossref|pubmed,27,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
336,hydrogenated_vegetable_oil,하이드로제네이티드식물성오일,Hydrogenated Vegetable Oil,952,2,crossref|pubmed,28,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
337,diethylamino_hydroxybenzoyl_hexyl_benzoate,디에칠아미노하이드록시벤조일헥실벤조에이트,Diethylamino Hydroxybenzoyl Hexyl Benzoate,943,3,crossref|europe_pmc|pubmed,44,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
338,paraffin,파라핀,Paraffin,943,3,crossref|europe_pmc|pubmed,95,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
339,isopropyl_palmitate,아이소프로필팔미테이트,Isopropyl Palmitate,942,2,crossref|pubmed,66,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
340,retinyl_palmitate,레티닐팔미테이트,Retinyl Palmitate,939,3,crossref|europe_pmc|pubmed,71,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
341,mannitol,만니톨,Mannitol,935,3,crossref|europe_pmc|pubmed,93,6,standalone_evidence_tier,동물·세포·일반 리뷰 단독 점수 금지,N,,,candidate_unverified,none
342,ocimum_sanctum_leaf_extract,홀리바질잎추출물,Ocimum Sanctum Leaf Extract,930,2,crossref|pubmed,27,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
343,ethylhexyl_triazone,에칠헥실트리아존,Ethylhexyl Triazone,928,3,crossref|europe_pmc|pubmed,44,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
344,sorbitan_stearate,솔비탄스테아레이트,Sorbitan Stearate,926,2,crossref|pubmed,25,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
345,butylphenyl_methylpropional,부틸페닐메틸프로피오날,Butylphenyl Methylpropional,925,2,crossref|pubmed,25,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
346,hydrogen_dimethicone,하이드로젠다이메티콘,Hydrogen Dimethicone,922,2,crossref|pubmed,22,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
347,mentha_piperita_peppermint_oil,페퍼민트오일,Mentha Piperita (Peppermint) Oil,912,2,crossref|pubmed,21,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
348,magnesium_aluminum_silicate,마그네슘알루미늄실리케이트,Magnesium Aluminum Silicate,910,2,crossref|pubmed,19,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
349,sodium_ascorbyl_phosphate,소듐아스코빌포스페이트,Sodium Ascorbyl Phosphate,910,2,crossref|pubmed,41,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
350,phytic_acid,파이틱애씨드,Phytic Acid,909,3,crossref|europe_pmc|pubmed,73,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
351,ulmus_davidiana_root_extract,당느릅나무뿌리추출물,Ulmus Davidiana Root Extract,906,2,crossref|pubmed,26,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
352,calendula_officinalis_flower_extract,포트마리골드꽃추출물,Calendula Officinalis Flower Extract,901,2,crossref|pubmed,34,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
353,theobroma_cacao_cocoa_seed_butter,카카오씨버터,Theobroma Cacao (Cocoa) Seed Butter,901,3,crossref|europe_pmc|pubmed,52,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
354,polymethyl_methacrylate,폴리메틸메타크릴레이트,Polymethyl Methacrylate,893,3,crossref|europe_pmc|pubmed,75,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
355,hexyl_laurate,헥실라우레이트,Hexyl Laurate,891,2,crossref|pubmed,23,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
356,houttuynia_cordata_extract,약모밀추출물,Houttuynia Cordata Extract,891,2,crossref|pubmed,27,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
357,glyceryl_acrylate_acrylic_acid_copolymer,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,Glyceryl Acrylate/Acrylic Acid Copolymer,886,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
358,phytosterols,피토스테롤,Phytosterols,886,3,crossref|europe_pmc|pubmed,95,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
359,portulaca_oleracea_extract,쇠비름추출물,Portulaca Oleracea Extract,885,3,crossref|europe_pmc|pubmed,26,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
360,caramel,카라멜,Caramel,883,3,crossref|europe_pmc|pubmed,34,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
361,farnesol,파네솔,Farnesol,879,3,crossref|europe_pmc|pubmed,73,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
362,potassium_chloride,포타슘클로라이드,Potassium Chloride,879,3,crossref|europe_pmc|pubmed,69,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
364,citrus_limon_lemon_fruit_extract,레몬추출물,Citrus Limon (Lemon) Fruit Extract,876,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
365,capryloyl_salicylic_acid,카프릴로일살리실릭애씨드,Capryloyl Salicylic Acid,874,2,crossref|pubmed,24,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
366,polyglyceryl_6_polyricinoleate,폴리글리세릴-6폴리리시놀리에이트,Polyglyceryl-6 Polyricinoleate,874,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
367,eucalyptus_globulus_leaf_oil,유칼립투스잎오일,Eucalyptus Globulus Leaf Oil,866,2,crossref|pubmed,26,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
368,cyanocobalamin,사이아노코발아민,Cyanocobalamin,865,3,crossref|europe_pmc|pubmed,69,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
370,peg_60_hydrogenated_castor_oil,피이지-60하이드로제네이티드캐스터오일,PEG-60 Hydrogenated Castor Oil,855,2,crossref|pubmed,20,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
371,sodium_polyacryloyldimethyl_taurate,소듐폴리아크릴로일다이메틸타우레이트,Sodium Polyacryloyldimethyl Taurate,853,1,crossref,23,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
372,sodium_dna,소듐디엔에이,Sodium DNA,847,2,crossref|pubmed,25,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
373,pullulan,풀루란,Pullulan,846,3,crossref|europe_pmc|pubmed,80,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
374,algin,알진,Algin,844,2,crossref|pubmed,20,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
375,zea_mays_corn_starch,옥수수전분,Zea Mays (Corn) Starch,844,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
376,microcrystalline_cellulose,마이크로크리스탈린셀룰로오스,Microcrystalline Cellulose,841,3,crossref|europe_pmc|pubmed,62,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
377,biosaccharide_gum_1,바이오사카라이드검-1,Biosaccharide Gum-1,834,1,crossref,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
378,gardenia_florida_fruit_extract,치자추출물,Gardenia Florida Fruit Extract,832,1,crossref,24,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
379,fructooligosaccharides,프룩토올리고사카라이드,Fructooligosaccharides,827,3,crossref|europe_pmc|pubmed,73,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
380,synthetic_beeswax,합성비즈왁스,Synthetic Beeswax,827,2,crossref|pubmed,23,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
381,propylparaben,프로필파라벤,Propylparaben,826,3,crossref|europe_pmc|pubmed,73,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
382,acacia_senegal_gum,아라비아고무나무검,Acacia Senegal Gum,824,2,crossref|pubmed,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
383,ectoin,엑토인,Ectoin,823,3,crossref|europe_pmc|pubmed,35,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
384,phenethyl_alcohol,페네틸알코올,Phenethyl Alcohol,823,2,crossref|pubmed,29,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
385,salix_alba_willow_bark_extract,흰버드나무껍질추출물,Salix Alba (Willow) Bark Extract,821,1,crossref,23,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
386,gluconolactone,글루코노락톤,Gluconolactone,818,2,crossref|pubmed,45,7,passed_all,전체 통과,Y,effect_moisture_barrier,PMID:33769633,candidate_unverified,none
387,polyglyceryl_4_caprate,폴리글리세릴-4카프레이트,Polyglyceryl-4 Caprate,817,2,crossref|pubmed,23,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
388,hydrolyzed_vegetable_protein_pg_propyl_silanetriol,하이드롤라이즈드식물성단백질피지-프로필실란트라이올,Hydrolyzed Vegetable Protein PG-Propyl Silanetriol,814,1,crossref,25,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
389,acetyl_glucosamine,아세틸글루코사민,Acetyl Glucosamine,802,3,crossref|europe_pmc|pubmed,72,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
390,acetyl_hexapeptide_8,아세틸헥사펩타이드-8,Acetyl Hexapeptide-8,798,2,crossref|pubmed,40,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
391,butylene_glycol_dicaprylate_dicaprate,부틸렌글라이콜다이카프릴레이트/다이카프레이트,Butylene Glycol Dicaprylate/Dicaprate,795,1,crossref,18,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
392,potassium_hyaluronate,포타슘하이알루로네이트,Potassium Hyaluronate,795,2,crossref|pubmed,20,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
393,peg_9_polydimethylsiloxyethyl_dimethicone,피이지-9폴리다이메틸실록시에틸다이메티콘,PEG-9 Polydimethylsiloxyethyl Dimethicone,792,1,crossref,20,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
394,daucus_carota_sativa_carrot_root_extract,당근추출물,Daucus Carota Sativa (Carrot) Root Extract,790,1,crossref,20,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
395,acetic_acid,아세틱애씨드,Acetic Acid,788,3,crossref|europe_pmc|pubmed,91,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
396,euphorbia_cerifera_candelilla_wax,칸데릴라왁스,Euphorbia Cerifera (Candelilla) Wax,786,1,crossref,15,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
397,magnesium_myristate,마그네슘미리스테이트,Magnesium Myristate,786,1,crossref,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
398,leucine,류신,Leucine,783,3,crossref|europe_pmc|pubmed,94,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
399,dibutyl_adipate,다이부틸아디페이트,Dibutyl Adipate,779,3,crossref|europe_pmc|pubmed,26,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
400,hydroxypropyl_starch_phosphate,하이드록시프로필스타치포스페이트,Hydroxypropyl Starch Phosphate,779,2,crossref|pubmed,18,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
401,hydrogenated_olive_oil_unsaponifiables,하이드로제네이티드올리브오일불검화물,Hydrogenated Olive Oil Unsaponifiables,777,1,crossref,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
402,sodium_lauroyl_lactylate,소듐라우로일락틸레이트,Sodium Lauroyl Lactylate,777,2,crossref|pubmed,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
404,zinc_pca,징크PCA,Zinc PCA,772,3,crossref|europe_pmc|pubmed,31,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
405,brilliant_blue_fcf,청색1호,Brilliant Blue FCF,770,2,crossref|pubmed,34,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
406,butylene_ethylene_styrene_copolymer,부틸렌/에틸렌/스타이렌코폴리머,Butylene/Ethylene/Styrene Copolymer,770,1,crossref,23,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
407,fructose,프룩토오스,Fructose,769,3,crossref|europe_pmc|pubmed,87,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
409,chondrus_crispus_extract,아이리쉬모스추출물,Chondrus Crispus Extract,765,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
410,vp_eicosene_copolymer,브이피/에이코신코폴리머,VP/Eicosene Copolymer,765,2,crossref|pubmed,23,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
411,polyglyceryl_10_stearate,폴리글리세릴-10스테아레이트,Polyglyceryl-10 Stearate,761,1,crossref,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
412,polyglutamic_acid,폴리글루타믹애씨드,Polyglutamic Acid,756,3,crossref|europe_pmc|pubmed,58,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
413,palmitoyl_tripeptide_5,팔미토일트라이펩타이드-5,Palmitoyl Tripeptide-5,752,2,crossref|pubmed,26,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
414,tyrosine,타이로신,Tyrosine,752,3,crossref|europe_pmc|pubmed,92,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
415,zinc_oxide,징크옥사이드,Zinc Oxide,750,3,crossref|europe_pmc|pubmed,96,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
416,sodium_lauroyl_glutamate,소듐라우로일글루타메이트,Sodium Lauroyl Glutamate,745,3,crossref|europe_pmc|pubmed,25,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
417,3_o_ethyl_ascorbic_acid,3-O-에틸아스코빅애씨드,3-O-Ethyl Ascorbic Acid,742,3,crossref|europe_pmc|pubmed,40,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
418,aluminum_starch_octenylsuccinate,알루미늄전분옥테닐석시네이트,Aluminum Starch Octenylsuccinate,741,2,crossref|pubmed,22,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
419,ppg_26_buteth_26,피피지-26-부테스-26,PPG-26-Buteth-26,740,1,crossref,25,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
420,prunus_armeniaca_apricot_kernel_oil,살구씨오일,Prunus Armeniaca (Apricot) Kernel Oil,739,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
421,hydrolyzed_glycosaminoglycans,하이드롤라이즈드글라이코사미노글리칸,Hydrolyzed Glycosaminoglycans,736,1,crossref,21,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
422,polyglyceryl_10_oleate,폴리글리세릴-10올리에이트,Polyglyceryl-10 Oleate,736,1,crossref,25,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
423,polyglyceryl_4_diisostearate_polyhydroxystearate_sebacate,폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스 테아레이트/세바케이트,Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate,734,1,crossref,22,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
424,oenothera_biennis_evening_primrose_oil,달맞이꽃오일,Oenothera Biennis (Evening Primrose) Oil,733,2,crossref|pubmed,25,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
425,sodium_acrylate_sodium_acryloyldimethyl_taurate_copolymer,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴 리머,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,732,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
426,methionine,메티오닌,Methionine,728,3,crossref|europe_pmc|pubmed,95,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
428,copernicia_cerifera_carnauba_wax,카나우바왁스,Copernicia Cerifera (Carnauba) Wax,723,1,crossref,16,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
429,licorice_extract,감초추출물,Licorice Extract,720,2,crossref|pubmed,66,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
430,ammonium_polyacryloyldimethyl_taurate,암모늄폴리아크릴로일다이메틸타우레이트,Ammonium Polyacryloyldimethyl Taurate,717,1,crossref,20,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
431,geranyl_acetate,제라닐아세테이트,Geranyl Acetate,715,3,crossref|europe_pmc|pubmed,49,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
432,paeonia_lactiflora_root_extract,작약뿌리추출물,Paeonia Lactiflora Root Extract,711,2,crossref|pubmed,25,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
433,sodium_lauroyl_sarcosinate,소듐라우로일사코시네이트,Sodium Lauroyl Sarcosinate,711,2,crossref|pubmed,26,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
434,dimethyl_isosorbide,다이메틸아이소소바이드,Dimethyl Isosorbide,710,3,crossref|europe_pmc|pubmed,53,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
435,hydroxypropyl_guar_hydroxypropyltrimonium_chloride,하이드록시프로필구아하이드록시프로필트라이모늄클로라 이드,Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,710,1,crossref,24,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
436,cetyl_palmitate,세틸팔미테이트,Cetyl Palmitate,709,3,crossref|europe_pmc|pubmed,55,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
437,polyglyceryl_3_methylglucose_distearate,폴리글리세릴-3메틸글루코오스다이스테아레이트,Polyglyceryl-3 Methylglucose Distearate,708,2,crossref|pubmed,24,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
438,lactobacillus_ferment_lysate,락토바실러스발효용해물,Lactobacillus Ferment Lysate,705,1,crossref,24,2,not_combination_product,복합제품이 아님,N,,,candidate_unverified,none
439,propylene_glycol_dicaprylate_dicaprate,프로필렌글라이콜다이카프릴레이트/다이카프레이트,Propylene Glycol Dicaprylate/Dicaprate,698,2,crossref|pubmed,21,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
440,helianthus_annuus_sunflower_seed_extract,해바라기씨추출물,Helianthus Annuus (Sunflower) Seed Extract,695,1,crossref,25,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
441,algae_extract,조류추출물,Algae Extract,693,2,crossref|pubmed,39,3,direct_existing_effect,기존 6효능 중 하나를 직접 측정,N,,,candidate_unverified,none
443,vitis_vinifera_grape_fruit_extract,포도추출물,Vitis Vinifera (Grape) Fruit Extract,687,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
444,avena_sativa_oat_kernel_extract,귀리커넬추출물,Avena Sativa (Oat) Kernel Extract,682,1,crossref,24,0,exact_single_ingredient,정확한 단일성분,N,,,candidate_unverified,none
445,diisopropyl_sebacate,다이아이소프로필세바케이트,Diisopropyl Sebacate,682,2,crossref|pubmed,20,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
446,neopentyl_glycol_diheptanoate,네오펜틸글라이콜다이헵타노에이트,Neopentyl Glycol Diheptanoate,682,1,crossref,17,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
447,coccinia_indica_fruit_extract,아이비고드열매추출물,Coccinia Indica Fruit Extract,680,1,crossref,25,1,human_skin_topical,인체 피부 도포 연구,N,,,candidate_unverified,none
