product_code,source_prefix,current_brand,product_name,suspected_brand,issue_type,recommended_action,confidence,note
lookfantastic_24d7535c204a4c,lookfantastic,CeraVe,Eucerin Dermopure Clinical Mattifying Fluid 40ml,Eucerin,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5e9a66e374cb59,lookfantastic,The Ordinary,FOREO KIWI Oil Control Mattifying Moisturizer 40ml,FOREO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_4876ac57f19676,lookfantastic,The Ordinary,FOREO SUPERCHARGED Triple-Action Firming Serum 30ml,FOREO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_8d341cbb07af80,lookfantastic,Bioderma,First Aid Beauty Ultra Repair Cream 56.7g,First Aid Beauty,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ede933c2afd213,lookfantastic,Kiehl's Since 1851,First Aid Beauty Ultra Repair Cream 170g,First Aid Beauty,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6094801d3ad6ab,lookfantastic,Kiehl's Since 1851,First Aid Beauty Ultra Repair Rescue Barrier Balm with Dimethicone 63.7g,First Aid Beauty,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_bf281e63335bfa,lookfantastic,Medik8,First Aid Beauty Ultra Repair Wild Oat Soothing Toner 180ml,First Aid Beauty,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_bf4dd8ac674a5c,lookfantastic,lookfantastic Beauty Box,First Aid Beauty Ultra Repair Face Lotion (1.7oz),First Aid Beauty,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6ed26cd864b7f0,lookfantastic,lookfantastic Beauty Box,First Aid Beauty Ultra Repair Firming Night Cream 1.7 oz,First Aid Beauty,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_35a3121e8d0832,lookfantastic,Embryolisse,Fresh Rose Instant Hydration Mist 100ml,Fresh,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_e2a615dbf49b67,lookfantastic,Kiehl's Since 1851,Fresh Rose Deep Hydration Face Cream (Various Sizes),Fresh,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_777d2d2b07f7c8,lookfantastic,YSL,Fresh Kombucha Antioxidant Facial Treatment Essence 150ml,Fresh,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_d923fd1385bf73,lookfantastic,RapidLash,GRANDE Cosmetics GrandeLASH-MD Lash Enhancing Serum (Various Options),GRANDE Cosmetics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_75d1ddae862ba9,lookfantastic,Anastasia Beverly Hills,GUERLAIN Abeille Royale Youth Repair Programme Youth Watery Oil Serum,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b162a3a1e7ae63,lookfantastic,Armani,GUERLAIN Abeille Royale Honey Treatment Night Cream - The Refill 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_c1b913727a1a04,lookfantastic,Bobbi Brown,GUERLAIN 24H Hydration Parure Gold 24K Radiance Booster Perfection Primer 35ml (Various Shades),GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_62985b1b898a84,lookfantastic,Clinique,GUERLAIN Abeille Royale Youth Repair Ritual Honey Treatment Day Cream,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_245e66b10a16ff,lookfantastic,ESPA,GUERLAIN Orchidée Impériale The Essence-In-Lotion 125ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5852448640a6ae,lookfantastic,Emma Hardie,GUERLAIN Orchidée Impériale The Rich Cream 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6987a9774e97ea,lookfantastic,Emma Hardie,GUERLAIN Orchidée Impériale The Rich Cream 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_3a4bec166913d3,lookfantastic,Estée Lauder,GUERLAIN Abeille Royale Youth Watery Oil Serum 15ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_71a6821d87d57f,lookfantastic,Grow Gorgeous,GUERLAIN Orchidée Impériale The Light Cream The Refill 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_06940fbf27e005,lookfantastic,MAC,GUERLAIN Orchidée Impériale The Longevity Cream 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_c1d4bec4bd53ee,lookfantastic,MAKE UP FOR EVER,GUERLAIN Abeille Royale Fortifying Lotion With Royal Jelly 150ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_fb628806d8cc05,lookfantastic,Medik8,GUERLAIN Abeille Royale Honey Treatment Day Cream 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_78cd1aff9749ef,lookfantastic,Medik8,GUERLAIN Orchidée Impériale Brightening The Radiance Essence-In-Lotion 125ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_7c61ef22dc44fa,lookfantastic,Murad,GUERLAIN Abeille Royale Honey Treatment Day Cream - The Refill 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_3cc7e04e8c78f6,lookfantastic,NARS,GUERLAIN Abeille Royale Youth Watery Oil Serum 75ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_bc4f188ca0d938,lookfantastic,NARS,GUERLAIN Orchidée Impériale Gold Nobile The Serum - 30ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_e45ac07c790ea2,lookfantastic,Neostrata,GUERLAIN Orchidée Impériale The Light Cream 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_8124b3313107f3,lookfantastic,RapidLash,GUERLAIN Abeille Royale Honey Treatment Rich Cream - The Refill 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_53fdfdda137e91,lookfantastic,RapidLash,GUERLAIN Orchidée Impériale The Emulsion 30ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_da5650192fc29f,lookfantastic,SkinCeuticals,GUERLAIN Orchidée Impériale The Micro-Lift Concentrate 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_62b8c1f39e5d9d,lookfantastic,The Ordinary,GUERLAIN Orchidée Impériale Gold Nobile The Cream - 50ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_93fef32caf5516,lookfantastic,Urban Decay,GUERLAIN Honey-Infused Lash-Plumper Noir G Bee Serum Primer - Universal 30ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_12276ab8784970,lookfantastic,YSL,GUERLAIN Parure Gold Mist Setting Mist 30ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6b2e70413a76fe,lookfantastic,benefit,GUERLAIN Orchidée Impériale The Sleeping Serum 30ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_14163a56c0910b,lookfantastic,lookfantastic Beauty Box,GUERLAIN Bee Glow Youth Moisturiser 30ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_d917c49342c2bd,lookfantastic,lookfantastic Beauty Box,GUERLAIN Orchidée Impériale Brightening The Radiance Concentrate 30ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_66eb417daaf908,lookfantastic,lookfantastic Beauty Box,GUERLAIN Orchidée Impériale The Micro-Lift Concentrate 30ml,GUERLAIN,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_e424ea4e6d0951,lookfantastic,Medik8,Gallinée Face Calming Serum 30ml,Gallinée,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_775880f3846b89,lookfantastic,L'Oréal Paris,Garnier Hyaluron+ Barrier Repair Replumping Serum 4% [Glycerin + Panthenol + Hyaluronic Acid + Pro-Ceramides + Aloe Vera] 30ml,Garnier,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_0aa3847578fef5,lookfantastic,La Roche-Posay,Garnier Ambre Solaire Ultra-Light Sensitive Sun Protection Face Fluid SPF50+ 40ml,Garnier,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6e861a188c0a05,lookfantastic,Bondi Sands,Gatineau Golden Glow Gradual Tan Cream 200ml,Gatineau,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_c3eec44791b509,lookfantastic,St. Tropez,Gatineau Golden Glow Gradual Tan Face Serum 10ml - Medium/Dark,Gatineau,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_e1875ad1e4386f,lookfantastic,Armani,Givenchy Sculptural Light Cream Refill 50ml,Givenchy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b26834bb54df8c,lookfantastic,Clinique,Givenchy Sculptural Light Cream 50ml,Givenchy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_1b423fe5e2516b,lookfantastic,Clinique,Givenchy Sculptural Serum 30ml,Givenchy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_90c2c4950d27cd,lookfantastic,Lancôme,Givenchy Skin Perfecto Emulsion 50ml,Givenchy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_44d4da8117d9d8,lookfantastic,MAC,Givenchy Le Soin Noir Cream 50ml,Givenchy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_47eb4f569b37b5,lookfantastic,Smashbox,Givenchy Prisme Libre Serum Primer (Various Shades) Green,Givenchy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_373688dfb09f92,lookfantastic,The Ordinary,Givenchy Skin Perfecto Vitamin Blend Glow Serum 30ml,Givenchy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_79a4c62ce82ed3,lookfantastic,YSL,Givenchy Sculptural Cream Refill 50ml,Givenchy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_efd6b8c5ed05e0,lookfantastic,lookfantastic Beauty Box,Givenchy Le Soin Noir Cream Refill 50ml,Givenchy,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_522ed216dd4a5b,lookfantastic,Eucerin,Glow Hub The Barrier Builder Ceramide Moisturiser 50g,Glow Hub,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_cc76504d00890b,lookfantastic,Garnier,Glow Hub The Glow Giver Facial Serum 30ml,Glow Hub,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_fe3a4c04dc504b,lookfantastic,PIXI,Glow Hub Nourish & Hydrate Toner Essence 100ml,Glow Hub,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_47515d04c564a4,lookfantastic,PIXI,Glow Hub The Barrier Builder Milky Toner 100ml,Glow Hub,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_35c35ee05c5b2d,lookfantastic,The INKEY List,Glow Hub Shroom Skin Trip Treatment Lotion 45ml,Glow Hub,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b27280c3faee39,lookfantastic,The INKEY List,Glow Hub The Scar Slayer Facial Serum 30ml,Glow Hub,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_1286fa3d50b9ac,lookfantastic,The Ordinary,Glow Hub Mini Scar Slayer Facial Serum 15ml,Glow Hub,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ccac6328ea62a6,lookfantastic,The Ordinary,Glow Hub Nourish & Hydrate Gel Moisturiser 50g,Glow Hub,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_0e164e80b99407,lookfantastic,Antipodes,Grown Alchemist Skin Renewal Night Cream 40ml,Grown Alchemist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_684110f3fe858d,lookfantastic,BEAUTYPRO,Grown Alchemist Skin Renewal Facial Oil 25ml,Grown Alchemist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b17d9e17ce8104,lookfantastic,Beauty of Joseon,Grown Alchemist Regenerating Serum 30ml,Grown Alchemist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_2d7b6bdb8f0212,lookfantastic,CeraVe,Grown Alchemist Hydra-Restore Day Cream 65ml,Grown Alchemist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6def5b5611fe8f,lookfantastic,Garnier,Grown Alchemist Instant Smoothing Serum 25ml,Grown Alchemist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5eb33ff2c351f3,lookfantastic,La Roche-Posay,Grown Alchemist Regenerating Moisturizer 60ml,Grown Alchemist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_79cbb34a490074,lookfantastic,PIXI,Grown Alchemist Detox Toner 100ml,Grown Alchemist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_07e47b159c4653,lookfantastic,Pai,Grown Alchemist Antioxidant+ Facial Oil 25ml,Grown Alchemist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_7985cf90180330,lookfantastic,benefit,Grown Alchemist Skin Renewal Toner 100ml,Grown Alchemist,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_cd08e9d1f8f593,lookfantastic,La Roche-Posay,Herbivore Aquarius Pore Purifying Clarity Cream,HERBIVORE,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ef195eec6dfd79,lookfantastic,Medik8,Herbivore Cloud Jelly Pink Plumping Hydration Serum 30ml,HERBIVORE,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ec1bf07916e447,lookfantastic,Anua,Haruharu Wonder Black Rice Probiotics Barrier Essence 120ml,Haruharu Wonder,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_0eea25f1fcd413,lookfantastic,Beauty Of Joseon,Haruharu Wonder Black Rice Hyaluronic Toner 150ml,Haruharu Wonder,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_f769b91f784ee3,lookfantastic,Beauty Of Joseon,Haruharu Wonder Black Rice Hyaluronic Toner for Sensitive Skin 150ml,Haruharu Wonder,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_4676ebb2362d81,lookfantastic,Beauty Of Joseon,Haruharu Wonder Centella Phyto & 5 Peptide Concentrate Cream 30ml,Haruharu Wonder,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_7ac0a14c539a1e,lookfantastic,Beauty of Joseon,Haruharu Wonder Black Rice Night Knight Retinol Serum,Haruharu Wonder,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6ebd6062f3ec67,lookfantastic,CeraVe,HaruHaru Wonder 5 Ceramide Barrier Moisturising Cream 50ml,Haruharu Wonder,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_fa9cc6e72208af,lookfantastic,PURITO,HaruHaru Wonder Black Rice Probiotics Barrier NAD+ Serum Mist 80ml,Haruharu Wonder,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_9b40e75e239c06,lookfantastic,La Roche-Posay,Heliocare 360° Mineral Tolerance Fluid SPF50 50ml,Heliocare,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b8f54e3fff357d,lookfantastic,La Roche-Posay,Heliocare 360° Pediatrics Mineral Fluid SPF50 50ml,Heliocare,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b2f44c27926241,lookfantastic,BEAUTYPRO,Herbivore Botanicals Nova Bi-Phase Glow Facial Oil 50ml,Herbivore Botanicals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_21876fe08deb65,lookfantastic,Dermalogica,Herbivore Botanicals Nova 15% Vitamin C and Turmeric Brightening Serum 30ml,Herbivore Botanicals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_c90d83104c609a,lookfantastic,Dr. Hauschka,Herbivore Botanicals LAPIS Blue Tansy Face Oil 30ml,Herbivore Botanicals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_f133012cb1ad98,lookfantastic,Medik8,Herbivore Botanicals Bakuchiol Retinol Alternative Serum 30ml,Herbivore Botanicals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6dcd08c7075e8f,lookfantastic,lookfantastic Beauty Box,Herbivore BotanicalsTremella Silky Hydration Gel Cream 50ml,Herbivore Botanicals,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_c24ee390b7a89f,lookfantastic,Vichy,IT Cosmetics Bye Bye Dark Spots Concentrated Derma Serum 30ml,IT Cosmetics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_52cb357b1d2fd6,lookfantastic,COOLA,Institut Esthederm Adaptasun Hydra-Protective Sheer Fluid 40ml,Institut Esthederm,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_578f2067415dc9,lookfantastic,La Roche-Posay,Institut Esthederm Cellular Water Antioxidant Face Mist 200ml,Institut Esthederm,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_225aa33c52ecd5,lookfantastic,La Roche-Posay,Institut Esthederm Photo Reverse Protective Anti-Dark Spots Brightening SPF50+ Sheer Fluid 40ml,Institut Esthederm,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_0e4373539bb6a1,lookfantastic,The Ordinary,Institut Esthederm Cellular Water Antioxidant Face Mist 100ml,Institut Esthederm,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_ab392cce5fac8a,lookfantastic,Vichy,Institut Esthederm Excellage Re-Densifying Face Cream 50ml Refill,Institut Esthederm,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_64c14497ab04a3,lookfantastic,Bondi Sands,Isle of Paradise Gradual Daily Lotion - Light/Medium 250ml,Isle of Paradise,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6030621500a5c9,lookfantastic,Bondi Sands,Isle of Paradise Gradual Daily Lotion - Medium/Dark 250ml,Isle of Paradise,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_861040ea336d19,lookfantastic,COSRX,Isntree Hyaluronic Acid Water Essence 50ml,Isntree,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_c039a947524de6,lookfantastic,PURITO,Isntree Hyaluronic Acid Aqua Gel Cream 100ml,Isntree,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_7f01cea30df18e,lookfantastic,La Roche-Posay,Joonbyrd Wonder.Land Hand Lotion Mini 50ml,Joonbyrd,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_0156aef5985a3b,lookfantastic,Sol de Janeiro,Joonbyrd Wonder.Land Hand Lotion 300ml,Joonbyrd,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_004c5edd6ffac8,lookfantastic,lookfantastic Beauty Box,KMS CurlUp Perfecting Lotion 100ml,KMS,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_809f221ca0623e,lookfantastic,Caudalie,​Kora Organics Active Algae Minty Mist 100ml,KORA Organics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_53c45241675a3c,lookfantastic,Clinique,Kora Organics Plant Stem Cell Retinol Alternative Moisturizer 15ml,KORA Organics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_a6739fc86a3735,lookfantastic,The Ordinary,Kora Organics Plant Stem Cell Retinol Alternative Serum 10ml,KORA Organics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_b7863468e452fb,lookfantastic,The Ordinary,Kora Organics Turmeric Glow Moisturizer Refill Pod,KORA Organics,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_51bb906d11c18d,lookfantastic,Elizabeth Arden,Kate Somerville Peptide K8 Cream 30ml,Kate Somerville,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5ec695ba0569cd,lookfantastic,La Roche-Posay,Kate Somerville Hydrakate Recharging Serum 30ml,Kate Somerville,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_65d905af23a76b,lookfantastic,MAC,Kate Somerville +Retinol Vita C Power Serum 30ml,Kate Somerville,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_d045944d17e81a,lookfantastic,Medik8,Kate Somerville +Retinol Vitamin C Moisturiser 50ml,Kate Somerville,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_07955387515628,lookfantastic,Medik8,Kate Somerville KateCeuticals SuperCell Rejuvenation Serum 30ml,Kate Somerville,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_1a65c3b70933c6,lookfantastic,Medik8,Kate Somerville Mega-A Retinal Skin Transforming Serum 30ml,Kate Somerville,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_4482cdb8d07da3,lookfantastic,RevitaLash,L'ANZA Healing Strength Silk Serum 100ml,L'ANZA,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_8679b330fc376f,lookfantastic,Aveda,L'Occitane Almond (Amande) Supple Skin Oil Refill 100ml,L'Occitane,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5bc55ddb10d38d,lookfantastic,La Roche-Posay,L'Occitane Source Réotier Mattifying Fluid 50ml,L'Occitane,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_081a3b96c3b68c,lookfantastic,L'Oréal Professionnel,L'Oréal Paris Elvive Dream Lengths Super Blowdry Cream 150ml,L'Oréal Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_882066a862b852,lookfantastic,La Roche-Posay,L'Oréal Paris Hydra Genius Liquid Care Moisturiser for Normal Combination Skin 70ml 2 Pack Exclusive,L'Oréal Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_25c6e8c872ee55,lookfantastic,Maybelline,L'Oréal Paris C'est Magic BB Cream 30ml (Various Shades) 04 Medium,L'Oréal Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_5b1a8fd9952620,lookfantastic,Maybelline,L'Oréal Paris Hydra Genius Liquid Care Moisturiser Normal Dry Skin 70ml,L'Oréal Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_8a93684e21012d,lookfantastic,Maybelline,L'Oréal Paris True Match Nude Plumping Tinted Serum (Various Shades) 5-6 Medium Tan,L'Oréal Paris,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_d6f5a253a34271,lookfantastic,Vichy,LELO Personal Moisturiser 150ml,LELO,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_19ae6172233885,lookfantastic,Bobbi Brown,La Mer The Lifting Firming Serum 15ml,La Mer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_33589cdbe75064,lookfantastic,Clinique,La Mer The Night Recovery Concentrate 15ml,La Mer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_598c9d1f3f5166,lookfantastic,Dermalogica,La Mer The Rejuvenating Night Cream 60ml,La Mer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_0b52019d283d31,lookfantastic,Estée Lauder,La Mer The Balancing Treatment Lotion 150ml,La Mer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_098b0026295e99,lookfantastic,Eve Lom,La Mer The Moisture Fresh Cream 60ml,La Mer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_43cb5bbbeed555,lookfantastic,Lancôme,La Mer The Moisture Fresh Cream 15ml,La Mer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_4766e98ae13824,lookfantastic,Medik8,La Mer The Night Recovery Concentrate 50ml,La Mer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
lookfantastic_6961455aabb3ea,lookfantastic,NARS,La Mer The Moisturising Soft Cream 250ml,La Mer,brand_mismatch,fix_brand,0.82,foreign-source product_name clearly starts with a catalog brand token
