cohort,ingredient_id,name_ko,name_en,product_count,paper_key,pmid,doi,title,evidence_tier,relation_scope,applicability,claim_category,effect_id,new_effect_candidate,direction,evidence_span,recommended_score_use,review_status,runtime_score_change
representative_180,benzoic_acid,벤조익애씨드,Benzoic Acid,3052,PMID:41971566,41971566,10.34865/mb6585e10_4ad,"Benzoic acid (inhalable fraction): MAK Value Documentation, addendum - Translation of the German version from 2023.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Benzoic acid (inhalable fraction): MAK Value Documentation, addendum - Translation of the German version from 2023.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,ceramide_np,세라마이드엔피,Ceramide NP,2859,PMID:26206496,26206496,10.1016/j.fct.2015.07.012,Safety and risk assessment of ceramide 3 in cosmetic products.,8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Safety and risk assessment of ceramide 3 in cosmetic products.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,dipotassium_glycyrrhizate,다이포타슘글리시리제이트,Dipotassium Glycyrrhizate,2637,PMID:28612442,28612442,10.1111/cod.12739,Allergic contact dermatitis caused by arbutin and dipotassium glycyrrhizate in skin-lightening products.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis caused by arbutin and dipotassium glycyrrhizate in skin-lightening products.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cocamidopropyl_betaine,코카미도프로필베타인,Cocamidopropyl Betaine,2631,PMID:11753899,11753899,10.1053/ajcd.2001.29549,Cocamidopropyl betaine allergy.,8,title_exact,reference_only,safety_signal_review,,,unclear,Cocamidopropyl betaine allergy.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cocamidopropyl_betaine,코카미도프로필베타인,Cocamidopropyl Betaine,2631,PMID:15573642,15573642,10.2310/6620.2004.20417,Relevance of positive patch-test reactions to cocamidopropyl betaine and amidoamine.,8,title_exact,reference_only,safety_signal_review,,,unclear,Relevance of positive patch-test reactions to cocamidopropyl betaine and amidoamine.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cocamidopropyl_betaine,코카미도프로필베타인,Cocamidopropyl Betaine,2631,PMID:18627690,18627690,,Cocamidopropyl betaine.,8,title_exact,reference_only,safety_signal_review,,,unclear,Cocamidopropyl betaine.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cocamidopropyl_betaine,코카미도프로필베타인,Cocamidopropyl Betaine,2631,PMID:21392028,21392028,10.1111/j.1600-0536.2010.01863.x,Is cocamidopropyl betaine a contact allergen? Analysis of network data and short review of the literature.,8,title_exact,reference_only,safety_signal_review,,,unclear,Is cocamidopropyl betaine a contact allergen? Analysis of network data and short review of the literature.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cocamidopropyl_betaine,코카미도프로필베타인,Cocamidopropyl Betaine,2631,PMID:22364510,22364510,10.1111/j.1600-0536.2011.02036.x,Occupational contact allergy to cocamidopropyl betaine and its impurities.,8,title_exact,reference_only,safety_signal_review,,,unclear,Occupational contact allergy to cocamidopropyl betaine and its impurities.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cocamidopropyl_betaine,코카미도프로필베타인,Cocamidopropyl Betaine,2631,PMID:36372425,36372425,10.15036/arerugi.71.1136,[A CASE OF ALLERGIC CONTACT DERMATITIS CAUSED BY DETERGENTS CONTAINING COCAMIDOPROPYL BETAINE IN WHICH AN IMPURITY WAS THE POSSIBLE CAUSATIVE AGENT].,8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,[A CASE OF ALLERGIC CONTACT DERMATITIS CAUSED BY DETERGENTS CONTAINING COCAMIDOPROPYL BETAINE IN WHICH AN IMPURITY WAS THE POSSIBLE CAUSATIVE AGENT].,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,cocamidopropyl_betaine,코카미도프로필베타인,Cocamidopropyl Betaine,2631,PMID:38911545,38911545,10.1007/s43188-024-00243-2,"Safety assessment of cocamidopropyl betaine, a cosmetic ingredient.",6,title_exact,mechanistic,safety_signal_review,,,unclear,"Safety assessment of cocamidopropyl betaine, a cosmetic ingredient.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,ascorbic_acid,비타민C,Ascorbic Acid,2627,PMID:36200216,36200216,10.2174/0929867329666221003102238,Topical Application of Ascorbic Acid and its Derivatives: A Review Considering Clinical Trials.,8,title_exact,reference_only,safety_signal_review,,,unclear,Topical Application of Ascorbic Acid and its Derivatives: A Review Considering Clinical Trials.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,ascorbic_acid,비타민C,Ascorbic Acid,2627,PMID:40522526,40522526,10.1007/s10103-025-04529-1,Fractional carbon dioxide laser assisted delivery of tranexamic acid versus ascorbic acid in the treatment of melasma: a split face comparative study with digital skin analysis.,3,title_exact,human_topical,safety_signal_review,,,unclear,Fractional carbon dioxide laser assisted delivery of tranexamic acid versus ascorbic acid in the treatment of melasma: a split face comparative study with digital skin analysis.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,tetrasodium_glutamate_diacetate,테트라소듐글루타메이트다이아세테이트,Tetrasodium Glutamate Diacetate,2616,PMID:41104883,41104883,10.1177/10915818251344597,Safety Assessment of Tetrasodium Glutamate Diacetate and Beta-Alanine Diacetic Acid as Used in Cosmetics.,8,title_exact,reference_only,safety_signal_review,,,unclear,Safety Assessment of Tetrasodium Glutamate Diacetate and Beta-Alanine Diacetic Acid as Used in Cosmetics.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydrogenated_polyisobutene,하이드로제네이티드폴리아이소부텐,Hydrogenated Polyisobutene,2614,PMID:19101833,19101833,10.1080/10915810802550611,Final report of the cosmetic ingredient review expert panel on the safety assessment of Polyisobutene and Hydrogenated Polyisobutene as used in cosmetics.,6,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Final report of the cosmetic ingredient review expert panel on the safety assessment of Polyisobutene and Hydrogenated Polyisobutene as used in cosmetics.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,stearyl_alcohol,스테아릴알코올,Stearyl Alcohol,2607,PMID:35174533,35174533,10.1111/1346-8138.16325,Seven cases of contact dermatitis due to stearyl alcohol contained in topical medications.,4,title_exact,human_topical,risk_penalty_candidate,,,negative,Seven cases of contact dermatitis due to stearyl alcohol contained in topical medications.,risk_only_after_full_text_approval,candidate_unverified,none
representative_180,stearyl_alcohol,스테아릴알코올,Stearyl Alcohol,2607,PMID:233882,233882,10.1111/j.1600-0536.1975.tb05346.x,Contact dermatitis from stearyl alcohol in Metosyn (Fluocinonide) Cream.,8,title_exact,reference_only,safety_signal_review,,,unclear,Contact dermatitis from stearyl alcohol in Metosyn (Fluocinonide) Cream.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,stearyl_alcohol,스테아릴알코올,Stearyl Alcohol,2607,PMID:4414163,4414163,10.1001/archderm.1974.01630100084025,Letter: Contact dermatitis from stearyl alcohol and propylene glycol.,8,title_exact,reference_only,safety_signal_review,,,unclear,Letter: Contact dermatitis from stearyl alcohol and propylene glycol.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,stearyl_alcohol,스테아릴알코올,Stearyl Alcohol,2607,PMID:4814942,4814942,,Contact dermatitis from stearyl alcohol and propylene glycol in fluocinonide cream.,8,title_exact,reference_only,safety_signal_review,,,unclear,Contact dermatitis from stearyl alcohol and propylene glycol in fluocinonide cream.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,stearyl_alcohol,스테아릴알코올,Stearyl Alcohol,2607,PMID:11722503,11722503,10.1034/j.1600-0536.2001.450521.x,Allergic contact dermatitis from stearyl alcohol in Efudix cream.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from stearyl alcohol in Efudix cream.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,stearyl_alcohol,스테아릴알코올,Stearyl Alcohol,2607,PMID:28703348,28703348,10.1111/cod.12776,Allergic contact dermatitis caused by wet wipes containing steareth-10: Is stearyl alcohol to blame?,8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Allergic contact dermatitis caused by wet wipes containing steareth-10: Is stearyl alcohol to blame?,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,stearyl_alcohol,스테아릴알코올,Stearyl Alcohol,2607,PMID:33759209,33759209,10.1111/cod.13843,Allergic contact dermatitis from stearyl alcohol in ketoconazole cream.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from stearyl alcohol in ketoconazole cream.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,stearyl_alcohol,스테아릴알코올,Stearyl Alcohol,2607,PMID:35174533,35174533,10.1111/1346-8138.16325,Seven cases of contact dermatitis due to stearyl alcohol contained in topical medications.,4,title_exact,human_topical,safety_signal_review,,,unclear,Seven cases of contact dermatitis due to stearyl alcohol contained in topical medications.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,dehydroacetic_acid,데하이드로아세틱애씨드,Dehydroacetic Acid,2418,PMID:38913451,38913451,10.1177/10915818241260276,Sodium Dehydroacetate and Dehydroacetic Acid.,8,title_exact,reference_only,safety_signal_review,,,unclear,Sodium Dehydroacetate and Dehydroacetic Acid.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,centella_asiatica_extract,병풀추출물,Centella Asiatica Extract,2328,PMID:1387057,1387057,10.1111/j.1600-0536.1992.tb00291.x,Allergic contact dermatitis from a cream containing Centella asiatica extract.,8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Allergic contact dermatitis from a cream containing Centella asiatica extract.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,centella_asiatica_extract,병풀추출물,Centella Asiatica Extract,2328,PMID:7821029,7821029,10.1111/j.1600-0536.1994.tb01978.x,Allergic contact dermatitis due to Centella asiatica extract.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis due to Centella asiatica extract.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,centella_asiatica_extract,병풀추출물,Centella Asiatica Extract,2328,PMID:8706410,8706410,10.1111/j.1600-0536.1995.tb02087.x,Allergic contact dermatitis from butoxyethyl nicotinic acid and Centella asiatica extract.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from butoxyethyl nicotinic acid and Centella asiatica extract.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,centella_asiatica_extract,병풀추출물,Centella Asiatica Extract,2328,PMID:38567908,38567908,10.1111/cod.14557,Allergic contact dermatitis from Centella asiatica extract and fragrance allergens: Report of two patients from Turkey.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from Centella asiatica extract and fragrance allergens: Report of two patients from Turkey.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbic_acid,소르빅애씨드,Sorbic Acid,2318,PMID:8789230,8789230,10.1111/j.1600-0536.1996.tb02116.x,Systemic contact dermatitis from sorbic acid.,8,title_exact,reference_only,safety_signal_review,,,unclear,Systemic contact dermatitis from sorbic acid.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbic_acid,소르빅애씨드,Sorbic Acid,2318,PMID:10072345,10072345,10.1016/s1046-199x(99)90099-4,Allergic contact dermatitis caused by sorbic acid: rare occurrence.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis caused by sorbic acid: rare occurrence.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbic_acid,소르빅애씨드,Sorbic Acid,2318,PMID:11722489,11722489,10.1034/j.1600-0536.2001.450507.x,Vesicular eczema and systemic contact dermatitis from sorbic acid.,8,title_exact,reference_only,safety_signal_review,,,unclear,Vesicular eczema and systemic contact dermatitis from sorbic acid.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbic_acid,소르빅애씨드,Sorbic Acid,2318,PMID:18342097,18342097,10.1016/j.annder.2007.05.001,[Tobacco contact dermatitis caused by sensitivity to sorbic acid].,4,title_exact,combination_or_formulation,safety_signal_review,,,unclear,[Tobacco contact dermatitis caused by sensitivity to sorbic acid].,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbic_acid,소르빅애씨드,Sorbic Acid,2318,PMID:20045976,20045976,10.1248/cpb.58.106,"Negative and positive ion mode LC/MS/MS for simple, sensitive analysis of sorbic acid.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Negative and positive ion mode LC/MS/MS for simple, sensitive analysis of sorbic acid.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbic_acid,소르빅애씨드,Sorbic Acid,2318,PMID:33656744,33656744,10.1111/cod.13829,Allergic contact dermatitis from potassium sorbate and sorbic acid in topical pharmaceuticals and medical devices.,4,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Allergic contact dermatitis from potassium sorbate and sorbic acid in topical pharmaceuticals and medical devices.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbic_acid,소르빅애씨드,Sorbic Acid,2318,PMID:35243653,35243653,10.1111/cod.14091,Allergic contact dermatitis from sorbic acid contained in an oil-limestone liniment.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from sorbic acid contained in an oil-limestone liniment.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,decyl_glucoside,데실글루코사이드,Decyl Glucoside,2311,PMID:20059495,20059495,10.1111/j.1600-0536.2009.01604.x,Allergic contact dermatitis from decyl glucoside in an antiseptic lotion.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from decyl glucoside in an antiseptic lotion.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,decyl_glucoside,데실글루코사이드,Decyl Glucoside,2311,PMID:20136897,20136897,10.1111/j.1600-0536.2009.01680.x,Allergic contact dermatitis to decyl glucoside in Tinosorb M.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis to decyl glucoside in Tinosorb M.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,decyl_glucoside,데실글루코사이드,Decyl Glucoside,2311,PMID:23340401,23340401,10.1097/der.0b013e31827cd36f,"The UV filter tinosorb M, containing decyl glucoside, is a frequent cause of allergic contact dermatitis.",8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,"The UV filter tinosorb M, containing decyl glucoside, is a frequent cause of allergic contact dermatitis.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,decyl_glucoside,데실글루코사이드,Decyl Glucoside,2311,PMID:31566773,31566773,10.1111/cod.13408,Allergic contact dermatitis to decyl glucoside: Still an important allergen in Tinosorb M.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis to decyl glucoside: Still an important allergen in Tinosorb M.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,decyl_glucoside,데실글루코사이드,Decyl Glucoside,2311,PMID:34374433,34374433,10.1111/ajd.13678,Refractory Head and Neck atopic dermatitis pattern treated with Dupilumab: Allergic contact dermatitis caused by decyl glucoside. Should surfactants be patched?,8,title_exact,reference_only,safety_signal_review,,,unclear,Refractory Head and Neck atopic dermatitis pattern treated with Dupilumab: Allergic contact dermatitis caused by decyl glucoside. Should surfactants be patched?,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,decyl_glucoside,데실글루코사이드,Decyl Glucoside,2311,PMID:39977112,39977112,10.1089/derm.2024.0554,Photoallergic Contact Dermatitis to Decyl Glucoside.,8,title_exact,reference_only,safety_signal_review,,,unclear,Photoallergic Contact Dermatitis to Decyl Glucoside.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,kaolin,카올린,Kaolin,2306,PMID:32322315,32322315,10.1186/s41021-020-00155-1,Genotoxicity of micro- and nano-particles of kaolin in human primary dermal keratinocytes and fibroblasts.,6,title_exact,mechanistic,safety_signal_review,,,unclear,Genotoxicity of micro- and nano-particles of kaolin in human primary dermal keratinocytes and fibroblasts.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,triethyl_citrate,트라이에틸시트레이트,Triethyl Citrate,2184,PMID:12396673,12396673,10.1080/10915810290096504,"Final report on the safety assessment of acetyl triethyl citrate, acetyl tributyl citrate, acetyl trihexyl citrate, and acetyl trioctyl citrate.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Final report on the safety assessment of acetyl triethyl citrate, acetyl tributyl citrate, acetyl trihexyl citrate, and acetyl trioctyl citrate.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,bisabolol,비사보롤,Bisabolol,2108,PMID:21504695,21504695,,Compositae-associated allergic contact dermatitis from bisabolol.,4,title_exact,human_topical,risk_penalty_candidate,,,negative,Compositae-associated allergic contact dermatitis from bisabolol.,risk_only_after_full_text_approval,candidate_unverified,none
representative_180,bisabolol,비사보롤,Bisabolol,2108,PMID:20137740,20137740,,Bisabolol.,8,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Bisabolol.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,bisabolol,비사보롤,Bisabolol,2108,PMID:20199429,20199429,10.1111/j.1525-1470.2009.01064.x,Reactions to Aquaphor: is bisabolol the culprit?,8,title_exact,reference_only,safety_signal_review,,,unclear,Reactions to Aquaphor: is bisabolol the culprit?,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,bisabolol,비사보롤,Bisabolol,2108,PMID:21504695,21504695,,Compositae-associated allergic contact dermatitis from bisabolol.,4,title_exact,human_topical,safety_signal_review,,,unclear,Compositae-associated allergic contact dermatitis from bisabolol.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,c12_15_alkyl_benzoate,C12-15알킬벤조에이트,C12-15 Alkyl Benzoate,2065,PMID:25943945,25943945,10.1111/cod.12419,C12-15 alkyl benzoate: a new cosmetic allergen?,8,title_exact,reference_only,safety_signal_review,,,unclear,C12-15 alkyl benzoate: a new cosmetic allergen?,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,biotin,바이오틴,Biotin,2057,PMID:37749781,37749781,10.1177/10915818231204258,Biotin.,8,title_exact,reference_only,safety_signal_review,,,unclear,Biotin.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,isohexadecane,아이소헥사데칸,Isohexadecane,1980,PMID:15186389,15186389,10.1111/j.0105-1873.2004.0301f.x,Allergic contact dermatitis from isohexadecane and isopropyl myristate.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from isohexadecane and isopropyl myristate.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,proline,프롤린,Proline,1959,PMID:36376455,36376455,10.1038/s41598-022-24108-6,"Proline, hydroxyproline, and pyrrolidone carboxylic acid derivatives as highly efficient but reversible transdermal permeation enhancers.",7,title_exact,combination_or_formulation,safety_signal_review,,,unclear,"Proline, hydroxyproline, and pyrrolidone carboxylic acid derivatives as highly efficient but reversible transdermal permeation enhancers.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,ricinus_communis_castor_seed_oil,피마자씨오일,Ricinus Communis (Castor) Seed Oil,1949,PMID:40932363,40932363,10.1177/10915818251361102,Re-Review Summary of Ricinus Communis (Castor) Seed Oil and Ricinoleates as Used in Cosmetics.,8,title_exact,reference_only,safety_signal_review,,,unclear,Re-Review Summary of Ricinus Communis (Castor) Seed Oil and Ricinoleates as Used in Cosmetics.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,polyquaternium_7,폴리쿼터늄-7,Polyquaternium-7,1935,PMID:11846753,11846753,10.1034/j.1600-0536.2001.450608.x,Allergic contact dermatitis from laureth-9 and polyquaternium-7 in a skin-care product.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis from laureth-9 and polyquaternium-7 in a skin-care product.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,xylitol,자일리톨,Xylitol,1921,PMID:26370610,26370610,10.1111/jdv.13225,Anti-irritant and anti-inflammatory effects of glycerol and xylitol in sodium lauryl sulphate-induced acute irritation.,6,title_exact,mechanistic,safety_signal_review,,,unclear,Anti-irritant and anti-inflammatory effects of glycerol and xylitol in sodium lauryl sulphate-induced acute irritation.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,xylitol,자일리톨,Xylitol,1921,PMID:39555956,39555956,10.1177/10915818241297097,"Safety Assessment of Mannitol, Sorbitol, and Xylitol as Used in Cosmetics.",8,title_exact,reference_only,safety_signal_review,,,unclear,"Safety Assessment of Mannitol, Sorbitol, and Xylitol as Used in Cosmetics.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sodium_polyacrylate,소듐폴리아크릴레이트,Sodium Polyacrylate,1875,PMID:39187930,39187930,10.1111/cod.14679,"Sensitisation to the acrylate co-polymers glyceryl acrylate/acrylic acid co-polymer, sodium polyacrylate and acrylates/C10-30 alkyl acrylate cross-polymer (Carbopol®) is rare.",4,title_exact,human_topical,risk_penalty_candidate,,,negative,"Sensitisation to the acrylate co-polymers glyceryl acrylate/acrylic acid co-polymer, sodium polyacrylate and acrylates/C10-30 alkyl acrylate cross-polymer (Carbopol®) is rare.",risk_only_after_full_text_approval,candidate_unverified,none
representative_180,sodium_polyacrylate,소듐폴리아크릴레이트,Sodium Polyacrylate,1875,PMID:39187930,39187930,10.1111/cod.14679,"Sensitisation to the acrylate co-polymers glyceryl acrylate/acrylic acid co-polymer, sodium polyacrylate and acrylates/C10-30 alkyl acrylate cross-polymer (Carbopol®) is rare.",4,title_exact,human_topical,safety_signal_review,,,unclear,"Sensitisation to the acrylate co-polymers glyceryl acrylate/acrylic acid co-polymer, sodium polyacrylate and acrylates/C10-30 alkyl acrylate cross-polymer (Carbopol®) is rare.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,polysilicone_11,폴리실리콘-11,Polysilicone-11,1858,PMID:38471032,38471032,10.1177/10915818241237789,Safety Assessment of Polysilicone-11 as Used in Cosmetics.,8,title_exact,reference_only,safety_signal_review,,,unclear,Safety Assessment of Polysilicone-11 as Used in Cosmetics.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,eugenol,유제놀,Eugenol,1823,PMID:9084914,9084914,10.1021/tx960087v,Skin sensitization to eugenol and isoeugenol in mice: possible metabolic pathways involving ortho-quinone and quinone methide intermediates.,6,title_exact,mechanistic,safety_signal_review,,,unclear,Skin sensitization to eugenol and isoeugenol in mice: possible metabolic pathways involving ortho-quinone and quinone methide intermediates.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,eugenol,유제놀,Eugenol,1823,PMID:37922503,37922503,10.1021/acs.chemrestox.3c00263,Antioxidant Activity and Skin Sensitization of Eugenol and Isoeugenol: Two Sides of the Same Coin?,5,title_exact,combination_or_formulation,safety_signal_review,,,unclear,Antioxidant Activity and Skin Sensitization of Eugenol and Isoeugenol: Two Sides of the Same Coin?,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,histidine,히스티딘,Histidine,1733,PMID:37107176,37107176,10.3390/antiox12040801,Differential Effects of Histidine and Histidinamide versus Cysteine and Cysteinamide on Copper Ion-Induced Oxidative Stress and Cytotoxicity in HaCaT Keratinocytes.,7,title_exact,mechanistic,safety_signal_review,,,unclear,Differential Effects of Histidine and Histidinamide versus Cysteine and Cysteinamide on Copper Ion-Induced Oxidative Stress and Cytotoxicity in HaCaT Keratinocytes.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,disodium_phosphate,다이소듐포스페이트,Disodium Phosphate,1704,PMID:17624252,17624252,10.1177/039463200702000220,Anaphylaxis induced by intramuscular betamethasone disodium phosphate: reflections on a clinical case.,8,title_exact,reference_only,safety_signal_review,,,unclear,Anaphylaxis induced by intramuscular betamethasone disodium phosphate: reflections on a clinical case.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,hydrolyzed_collagen,하이드롤라이즈드콜라겐,Hydrolyzed Collagen,1691,PMID:36547800,36547800,10.1007/s13555-022-00859-y,"Efficacy and Safety of Topical or Oral Hydrolyzed Collagen in Women with Dermatoporosis: A Randomized, Double-Blind, Factorial Design Study.",2,title_exact,combination_or_formulation,safety_signal_review,,,unclear,"Efficacy and Safety of Topical or Oral Hydrolyzed Collagen in Women with Dermatoporosis: A Randomized, Double-Blind, Factorial Design Study.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,centella_asiatica,센텔라/병풀,Centella Asiatica Extracts,1678,PMID:40682399,40682399,10.1111/jocd.70324,"The Effectiveness and Safety of a Skin Care Product With Centella asiatica Leaf Extract, Ceramide NP, and Panthenol in Subjects With Sensitive Skin: A Prospective, Observational Study.",3,title_exact,combination_or_formulation,safety_signal_review,,,unclear,"The Effectiveness and Safety of a Skin Care Product With Centella asiatica Leaf Extract, Ceramide NP, and Panthenol in Subjects With Sensitive Skin: A Prospective, Observational Study.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,boron_nitride,보론나이트라이드,Boron Nitride,1674,PMID:26684796,26684796,10.1177/1091581815617793,Safety Assessment of Boron Nitride as Used in Cosmetics.,8,title_exact,reference_only,safety_signal_review,,,unclear,Safety Assessment of Boron Nitride as Used in Cosmetics.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,linalyl_acetate,리날릴아세테이트,Linalyl Acetate,1658,PMID:32386094,32386094,10.1111/cod.13596,Occupational airborne allergic contact dermatitis to linalyl acetate in a disinfectant spray.,8,title_exact,reference_only,safety_signal_review,,,unclear,Occupational airborne allergic contact dermatitis to linalyl acetate in a disinfectant spray.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbitan_sesquioleate,솔비탄세스퀴올리에이트,Sorbitan Sesquioleate,1624,PMID:19134436,19134436,,"Sorbitan sesquioleate, a common emulsifier in topical corticosteroids, is an important contact allergen.",4,title_exact,human_topical,risk_penalty_candidate,,,negative,"Sorbitan sesquioleate, a common emulsifier in topical corticosteroids, is an important contact allergen.",risk_only_after_full_text_approval,candidate_unverified,none
representative_180,sorbitan_sesquioleate,솔비탄세스퀴올리에이트,Sorbitan Sesquioleate,1624,PMID:17577361,17577361,10.1111/j.1600-0536.2007.01075.x,Allergic contact dermatitis to sorbitan sesquioleate in Adaptic wound dressing.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis to sorbitan sesquioleate in Adaptic wound dressing.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbitan_sesquioleate,솔비탄세스퀴올리에이트,Sorbitan Sesquioleate,1624,PMID:18279159,18279159,10.1111/j.1600-0536.2007.01214.x,Allergic contact dermatitis to sorbitan sesquioleate in children.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis to sorbitan sesquioleate in children.,safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbitan_sesquioleate,솔비탄세스퀴올리에이트,Sorbitan Sesquioleate,1624,PMID:19134436,19134436,,"Sorbitan sesquioleate, a common emulsifier in topical corticosteroids, is an important contact allergen.",4,title_exact,human_topical,safety_signal_review,,,unclear,"Sorbitan sesquioleate, a common emulsifier in topical corticosteroids, is an important contact allergen.",safety_context_only_until_full_text_review,candidate_unverified,none
representative_180,sorbitan_sesquioleate,솔비탄세스퀴올리에이트,Sorbitan Sesquioleate,1624,PMID:24117742,24117742,10.1111/cod.12090,Allergic contact dermatitis caused by sorbitan sesquioleate imitating severe glove dermatitis in a patient with filaggrin mutation.,8,title_exact,reference_only,safety_signal_review,,,unclear,Allergic contact dermatitis caused by sorbitan sesquioleate imitating severe glove dermatitis in a patient with filaggrin mutation.,safety_context_only_until_full_text_review,candidate_unverified,none
